CODEX_ID,X_centroid,Y_centroid,Sample,leiden_R,phenotype
CODEX_4368,1935.932526,1179.49654,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4369,3458.579545,1180.988636,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4370,4391.82,1180.24,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4371,5399.388889,1181.037037,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4372,6121.23494,1179.63253,D0_batch_2_Sample,4,Hepatocyte
CODEX_4373,6201.401818,1182.281818,D0_batch_2_Sample,4,Hepatocyte
CODEX_4374,6651.475741,1179.863881,D0_batch_2_Sample,"1-2-3,0",Tumor cells
CODEX_4375,119.4621622,1183.202703,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4376,326.8529412,1183.852941,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4377,876.7522523,1180.932432,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4378,2638.528571,1183.557143,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4379,4802.5,1183.275,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4380,5161.988372,1183.430233,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4381,5514.109626,1182.264706,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4382,5917.03211,1183.142202,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4383,6033.04878,1181.47561,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4384,596.54,1183.49,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4385,1086.957143,1184.134286,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4386,2417.736364,1183.990909,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4387,5060.174419,1184.70155,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4388,6253.036585,1185.849593,D0_batch_2_Sample,4,Hepatocyte
CODEX_4389,655.4120879,1187.587912,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4390,1634.773684,1185.157895,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4391,2991.420771,1188.028908,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4392,3334.769504,1187.847518,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4393,5322.709524,1186.82381,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4394,6442.139344,1187.352459,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4395,1308.431818,1189.181818,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4396,1594.345161,1187.132258,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4397,2301.660839,1188.84965,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4398,4317.342105,1187.236842,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4399,5293.924242,1189.318182,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4400,6282.626316,1189.973684,D0_batch_2_Sample,4,Hepatocyte
CODEX_4401,42.21428571,1190.393287,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4402,1427.823529,1189.558824,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4403,1997.497494,1192.570175,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4404,2607.200315,1189.888013,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4405,3110.752336,1192.266355,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4406,4645.86,1189.74,D0_batch_2_Sample,4,Hepatocyte
CODEX_4407,207.8442623,1193.778689,D0_batch_2_Sample,4,Endomucin
CODEX_4408,277.8934426,1194.565574,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4409,391.6604938,1191.839506,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4410,1179.313559,1191.449153,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4411,1248.044554,1192.064356,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4412,2541.402703,1196.256757,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4413,3825.746753,1192.707792,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4414,5238.7,1193.02,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4415,829.1216216,1194.5,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4416,2279.063107,1195.237864,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4417,4034.583916,1194.346154,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4418,4562.122378,1194.597902,D0_batch_2_Sample,4,Hepatocyte
CODEX_4419,5466.340256,1195.324281,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4420,5602.201149,1192.821839,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4421,5776.75,1193.833333,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4422,6070.880952,1194.214286,D0_batch_2_Sample,4,Hepatocyte
CODEX_4423,6416.631148,1194.204918,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4424,228.9076433,1197.289809,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4425,2461.772727,1197.085859,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4426,2483.833333,1196.62963,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4427,4681.648936,1196.585106,D0_batch_2_Sample,4,Hepatocyte
CODEX_4428,4917.433333,1197.922222,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4429,5363.675676,1196.243243,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4430,5998.157143,1195.242857,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4431,786.2103448,1197.644828,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4432,1344.261905,1197.18254,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4433,2389.126506,1199.849398,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4434,3188.959016,1196.368852,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4435,3570.991018,1202.236527,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4436,4514.653846,1197.702797,D0_batch_2_Sample,4,Hepatocyte
CODEX_4437,4988.041463,1198.529268,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4438,5650.875,1197.5,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4439,687.7222222,1201.611111,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4440,1554.323529,1202.27451,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4441,2351.554054,1203.054054,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4442,4071.550847,1198.635593,D0_batch_2_Sample,4,Hepatocyte
CODEX_4443,5109.94086,1200.284946,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4444,5152.642857,1200.119048,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4445,5550.910959,1199.40411,D0_batch_2_Sample,4,Hepatocyte
CODEX_4446,5749.097403,1199.538961,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4447,5972.5,1200.5,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4448,6712.911215,1198.014019,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4449,917.375,1202.45,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4450,3047.557692,1202.634615,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4451,3319.166667,1202.9,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4452,3792.363014,1204.527397,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4453,3972.405213,1203.201422,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4454,5897.3,1203.3,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4455,634.8396226,1203.613208,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4456,2208.387006,1205.776836,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4457,3743.985714,1205.25102,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4458,6345.331461,1203.249064,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4459,2439.78125,1201.78125,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4460,3601.8125,1207.166667,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4461,6405.65942,1206.673913,D0_batch_2_Sample,"1-2-3,0",Tumor cells
CODEX_4462,2246.686047,1208.011628,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4463,2637.972868,1207.972868,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4464,4284.517857,1208.660714,D0_batch_2_Sample,4,Hepatocyte
CODEX_4465,4456.681818,1208.318182,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4466,122.8272727,1210.427273,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4467,328.3435754,1208.611732,D0_batch_2_Sample,4,Endomucin
CODEX_4468,3276.281818,1210.572727,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4469,3452.434066,1207.741758,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4470,3849.256757,1210.076577,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4471,4425.383721,1210.523256,D0_batch_2_Sample,4,Hepatocyte
CODEX_4472,5304.364865,1209.166667,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4473,5612.111111,1210.477778,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4474,71.90963855,1218.656627,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4475,1279.819728,1212.840136,D0_batch_2_Sample,4,Endomucin
CODEX_4476,2267.741379,1211.189655,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4477,2757.622363,1211.242616,D0_batch_2_Sample,"1-2-3,0",CD11b+ myeloid cells
CODEX_4478,3702.302817,1213.373239,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4479,3777.024272,1213.548544,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4480,3907.166667,1213.038462,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4481,4370.0,1212.761905,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4482,5058.931373,1212.77451,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4483,6049.912844,1211.637615,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4484,712.3809524,1215.904762,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4485,994.0342466,1214.280822,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4486,1874.751656,1214.764901,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4487,3479.137037,1215.67037,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4488,5398.95283,1213.556604,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4489,6263.0,1214.296296,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4490,193.0084746,1214.330508,D0_batch_2_Sample,4,Endomucin
CODEX_4491,395.5555556,1215.166667,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4492,681.8714286,1217.414286,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4493,2667.348485,1217.651515,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4494,2799.046875,1217.796875,D0_batch_2_Sample,4,Endomucin
CODEX_4495,4215.5,1216.357143,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4496,213.1277372,1216.850365,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4497,438.5645161,1216.86129,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4498,2599.352459,1218.92623,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4499,3333.106061,1218.075758,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4500,4233.613208,1218.613208,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4501,5223.657895,1223.236842,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4502,5488.258389,1221.412752,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4503,5936.40604,1220.097315,D0_batch_2_Sample,"1-2-3,0",Tumor cells
CODEX_4504,6170.385057,1221.741379,D0_batch_2_Sample,4,Hepatocyte
CODEX_4505,145.8796296,1218.388889,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4506,1319.186567,1221.007463,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4507,1720.72449,1220.459184,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4508,2475.810345,1219.637931,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4509,4108.376106,1220.146018,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4510,4139.283505,1222.108247,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4511,4591.282051,1221.333333,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4512,4692.556075,1221.733645,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4513,4860.266234,1223.590909,D0_batch_2_Sample,"1-2-3,0",Tumor cells
CODEX_4514,5706.679775,1222.252809,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4515,237.0785124,1221.623967,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4516,619.7432432,1224.824324,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4517,928.5833333,1221.9375,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4518,1260.58589,1221.996933,D0_batch_2_Sample,4,Endomucin
CODEX_4519,2977.918919,1220.743243,D0_batch_2_Sample,4,Endomucin
CODEX_4520,4306.85,1223.0125,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4521,6129.423077,1222.807692,D0_batch_2_Sample,4,Hepatocyte
CODEX_4522,6285.916149,1225.791925,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4523,1428.49361,1216.761981,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4524,2377.850254,1223.129442,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4525,6393.619403,1223.395522,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4526,6470.60084,1224.651261,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4527,474.510582,1226.119048,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4528,538.6052632,1228.1,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4529,1578.575,1226.85,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4530,1958.346154,1228.837469,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4531,2002.75,1225.529412,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4532,2624.161538,1227.330769,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4533,2709.945087,1227.945087,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4534,3314.11194,1224.574627,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4535,4254.22,1227.66,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4536,4743.1125,1226.2375,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4537,4835.877049,1227.385246,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4538,6358.511905,1227.190476,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4539,6522.366667,1227.611111,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4540,906.0352113,1228.5,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4541,1217.949664,1229.11745,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4542,3100.310345,1229.206897,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4543,5418.12069,1230.146552,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4544,6082.028205,1229.535897,D0_batch_2_Sample,4,Hepatocyte
CODEX_4545,6188.266234,1228.75974,D0_batch_2_Sample,4,Hepatocyte
CODEX_4546,287.0751634,1226.01634,D0_batch_2_Sample,4,Endomucin
CODEX_4547,4167.084615,1230.653846,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4548,5657.903509,1231.657895,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4549,1558.123188,1233.224638,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4550,2150.885185,1232.114815,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4551,2457.382353,1230.852941,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4552,3015.9784,1232.5224,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4553,4607.203704,1233.018519,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4554,4924.175926,1232.185185,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4555,5186.185185,1233.648148,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4556,6488.155172,1232.936782,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4557,2435.642857,1234.957143,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4558,3732.271144,1233.783582,D0_batch_2_Sample,"1-2-3,0",Tumor cells
CODEX_4559,5527.817647,1235.029412,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4560,1315.629412,1235.888235,D0_batch_2_Sample,"1-2-3,0",CD11b+ myeloid cells
CODEX_4561,2236.292208,1235.616883,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4562,3276.623596,1232.848315,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4563,5896.855556,1236.811111,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4564,6421.631783,1236.934109,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4565,633.0494505,1236.368132,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4566,702.1462585,1236.146259,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4567,724.5294118,1238.205882,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4568,800.4115044,1238.90708,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4569,848.5674157,1237.533708,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4570,961.3870968,1238.354839,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4571,2577.547619,1237.333333,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4572,2598.25,1236.875,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4573,4959.705882,1238.852941,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4574,5950.686667,1238.38,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4575,1164.82,1239.273333,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4576,1792.44,1240.64,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4577,3795.436455,1239.576923,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4578,4386.178756,1235.836788,D0_batch_2_Sample,4,Hepatocyte
CODEX_4579,4775.10241,1240.006024,D0_batch_2_Sample,4,Hepatocyte
CODEX_4580,6173.433333,1238.233333,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4581,6378.388889,1239.366667,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4582,408.5930233,1243.197674,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4583,595.4487179,1245.589744,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4584,1367.761364,1242.579545,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4585,1653.294118,1245.5,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4586,1821.248092,1242.622137,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4587,2291.975,1242.6,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4588,2790.833333,1241.752874,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4589,3949.25,1242.5,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4590,3962.571429,1241.714286,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4591,5243.417197,1240.907643,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4592,5298.086854,1241.213615,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4593,5724.409091,1242.015152,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4594,6229.199301,1243.520979,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4595,6646.762911,1242.274648,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4596,296.7755102,1244.479592,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4597,1036.045455,1244.5,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4598,1847.042056,1244.070093,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4599,2312.735294,1243.676471,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4600,4270.014563,1244.480583,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4601,4682.141791,1244.121891,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4602,6559.641104,1244.41411,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4603,4.590909091,1246.818182,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4604,1099.277778,1247.277778,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4605,1230.075758,1245.151515,D0_batch_2_Sample,4,Endomucin
CODEX_4606,2522.88806,1245.634328,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4607,3660.97619,1244.880952,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4608,3701.585938,1244.726563,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4609,3863.873737,1247.469697,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4610,5361.9375,1245.572917,D0_batch_2_Sample,4,Endomucin
CODEX_4611,5634.709302,1244.860465,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4612,529.6210191,1247.621019,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4613,652.7608696,1247.543478,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4614,1129.210744,1249.524793,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4615,1531.55668,1247.423077,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4616,1772.878151,1239.012605,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4617,1952.158537,1247.060976,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4618,2733.749012,1248.539526,D0_batch_2_Sample,"1-2-3,0",CD11b+ myeloid cells
CODEX_4619,3370.038462,1248.737762,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4620,4486.550955,1249.570064,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4621,4843.75,1246.5,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4622,451.510989,1251.686813,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4623,1718.622302,1251.241007,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4624,2049.25,1251.5,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4625,2262.462264,1252.198113,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4626,2634.909938,1248.698758,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4627,4029.994253,1251.258621,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4628,5004.014286,1252.342857,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4629,117.5416667,1252.222222,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4630,5045.393733,1258.194823,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4631,5606.314159,1251.818584,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4632,5998.544944,1253.297753,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4633,364.5299401,1252.386228,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4634,2066.428571,1254.404762,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4635,2087.695122,1256.402439,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4636,4054.471831,1255.06338,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4637,5576.5,1254.454023,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4638,1251.47931,1256.596552,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4639,1420.85,1257.1,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4640,2441.944444,1255.638889,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4641,624.2567568,1257.013514,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4642,2985.552632,1258.121053,D0_batch_2_Sample,4,Endomucin
CODEX_4643,3057.9375,1257.729167,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4644,5702.815789,1258.815789,D0_batch_2_Sample,4,Hepatocyte
CODEX_4645,5779.361538,1258.376923,D0_batch_2_Sample,4,Hepatocyte
CODEX_4646,800.7777778,1260.875,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4647,1655.5,1260.214286,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4648,4889.253247,1260.707792,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4649,5497.497167,1262.57932,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
CODEX_4650,774.6609195,1262.699234,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4651,1145.40566,1261.292453,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4652,1379.878788,1262.848485,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4653,2818.246032,1262.775132,D0_batch_2_Sample,4,Endomucin
CODEX_4654,6029.963415,1262.304878,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4655,6080.011628,1262.337209,D0_batch_2_Sample,"1-2-3,0",Hepatocyte
CODEX_4656,1338.838164,1263.437198,D0_batch_2_Sample,"1-2-3,0",Endomucin
CODEX_4657,1595.884615,1265.379121,D0_batch_2_Sample,"1-2-3,0",F4-80+ macrophage
CODEX_4658,1934.147799,1262.474843,D0_batch_2_Sample,"1-2-3,0",Non-immune cells
