CODEX_ID,DAPI-01,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation,Sample
CODEX_8786,30522.75258,1676.78866,1606.005155,388,23.80456251,21.3881389,0.438995918,0.96039604,0.881818182,-0.169601392,D20_batch_2_Sample
CODEX_8787,35146.45474,2151.517241,1604.948276,464,28.45746832,21.67918364,0.64780054,0.931726908,0.773333333,-1.295326417,D20_batch_2_Sample
CODEX_8788,38830.085,2310.326667,1604.94,600,30.5579412,25.54826645,0.548638312,0.911854103,0.769230769,-1.398709812,D20_batch_2_Sample
CODEX_8789,31088.519,3152.684,1608.636,1000,37.84216644,34.70234584,0.398821634,0.912408759,0.730994152,-1.348217359,D20_batch_2_Sample
CODEX_8790,29774.07714,110.18,1608.625714,700,32.30710219,28.0518886,0.496059375,0.92348285,0.735294118,-0.124066084,D20_batch_2_Sample
CODEX_8791,34706.45726,671.8162393,1605.918803,468,32.77091914,18.99758575,0.814823824,0.893129771,0.78,-1.414343878,D20_batch_2_Sample
CODEX_8792,36710.62158,1010.349315,1608.993151,584,31.05590213,24.89077056,0.598017863,0.915360502,0.651785714,1.189611577,D20_batch_2_Sample
CODEX_8793,33003.12349,1138.162651,1609.210843,664,39.25281694,22.07238623,0.826924182,0.91966759,0.62406015,-1.0414841,D20_batch_2_Sample
CODEX_8794,37144.75,1236.23494,1607.560241,332,21.9288698,20.61150312,0.341379733,0.873684211,0.685950413,1.21317472,D20_batch_2_Sample
CODEX_8795,34136.25588,1315.276471,1609.911765,340,22.55748851,20.25079064,0.440522908,0.880829016,0.708333333,-1.522729377,D20_batch_2_Sample
CODEX_8796,32325.9375,1695.634615,1605.615385,416,28.93198175,19.05394599,0.752513096,0.888888889,0.693333333,0.088873853,D20_batch_2_Sample
CODEX_8797,35253.25134,1777.822581,1607.134409,744,34.38482126,29.12392835,0.531593596,0.883610451,0.645833333,0.188779829,D20_batch_2_Sample
CODEX_8798,35320.36709,2702.221519,1608.120253,316,23.289236,18.79368452,0.590594206,0.892655367,0.79,0.042493415,D20_batch_2_Sample
CODEX_8799,29353.75874,3001.213287,1608.066434,572,33.49933659,22.40417422,0.743447261,0.918138042,0.595833333,-1.00708473,D20_batch_2_Sample
CODEX_8800,23663.5033,3618.605541,1607.444591,1516,49.06318744,40.16569951,0.574289244,0.93063229,0.71780303,0.461164675,D20_batch_2_Sample
CODEX_8801,28455.4878,64.25609756,1612.321138,492,26.66375665,23.9043469,0.443021796,0.951644101,0.788461538,-0.344950885,D20_batch_2_Sample
CODEX_8802,17277.56193,158.8302752,1609.747706,436,24.6981081,22.61872429,0.401616433,0.945770065,0.825757576,-0.055189552,D20_batch_2_Sample
CODEX_8803,35114.21827,280.0736041,1610.469543,788,38.30023409,26.88753957,0.712156992,0.950542823,0.841880342,-0.00508282,D20_batch_2_Sample
CODEX_8804,32723.22892,628.9337349,1611.042169,664,34.45426609,25.56136056,0.670518876,0.89608637,0.658730159,-1.468401018,D20_batch_2_Sample
CODEX_8805,34565.72128,1201.291489,1609.257447,940,38.93101107,33.15237341,0.524245406,0.843806104,0.621693122,-0.924791811,D20_batch_2_Sample
CODEX_8806,33484.02574,1575.117647,1611.352941,272,22.42894947,16.43949831,0.680272916,0.824242424,0.566666667,1.229349657,D20_batch_2_Sample
CODEX_8807,27459.68464,1838.421569,1610.01634,612,30.06776724,26.3482809,0.481772088,0.916167665,0.728571429,-1.133502975,D20_batch_2_Sample
CODEX_8808,27126.49408,2173.766272,1610.914201,676,33.96843331,25.69357145,0.654114506,0.920980926,0.710084034,-0.059325999,D20_batch_2_Sample
CODEX_8809,17226.87171,3118.473684,1609.894737,304,21.01638756,18.98522788,0.428896724,0.886297376,0.628099174,-0.884229669,D20_batch_2_Sample
CODEX_8810,32910.28226,3365.263441,1610.629032,744,32.58142265,29.40702325,0.430542586,0.916256158,0.683823529,-0.810476889,D20_batch_2_Sample
CODEX_8811,13584.53676,3454.647059,1609.754902,816,33.93492336,30.80323484,0.419587534,0.935779817,0.75,-0.931544329,D20_batch_2_Sample
CODEX_8812,19001.65116,3758.304651,1611.17907,860,35.03214041,31.41437112,0.442578032,0.951327434,0.790441176,0.990962928,D20_batch_2_Sample
CODEX_8813,36634.71533,42.60218978,1611.20073,548,30.76485051,23.30777457,0.652706895,0.908789386,0.713541667,0.051702366,D20_batch_2_Sample
CODEX_8814,30944.36782,258.7528736,1611.787356,348,22.8316086,20.07471144,0.476359035,0.994285714,0.966666667,-0.312800469,D20_batch_2_Sample
CODEX_8815,30297.95238,576.2619048,1613.928571,336,21.49853193,20.24294553,0.336742867,0.905660377,0.694214876,-0.635359814,D20_batch_2_Sample
CODEX_8816,24195.41737,818.2457627,1614.584746,472,27.95352576,22.45810671,0.59542792,0.890566038,0.702380952,0.032592095,D20_batch_2_Sample
CODEX_8817,35597.89189,1169.472973,1605.218147,1036,48.68194025,28.13697604,0.816054011,0.898525585,0.674479167,0.361048307,D20_batch_2_Sample
CODEX_8818,25741.1569,1472.210345,1612.775862,580,34.8580742,21.79677707,0.780383928,0.911949686,0.755208333,0.174655413,D20_batch_2_Sample
CODEX_8819,35597.14474,1610.815789,1615.236842,76,12.96548068,8.493531544,0.755552538,0.938271605,0.633333333,1.004827813,D20_batch_2_Sample
CODEX_8820,37729.58718,1883.735294,1612.701681,952,37.98651799,32.69608623,0.509063951,0.920696325,0.7,-1.431040131,D20_batch_2_Sample
CODEX_8821,33046.9697,2264.70202,1612.166667,792,34.19040026,29.71480432,0.49464015,0.94398093,0.776470588,-0.167751408,D20_batch_2_Sample
CODEX_8822,26979.53161,2547.12069,1613.787356,348,22.68766586,19.85211294,0.484090628,0.928,0.725,-1.042562795,D20_batch_2_Sample
CODEX_8823,29868.34322,2588.420904,1607.121469,708,42.3586509,22.34214027,0.84958505,0.890566038,0.7375,0.093566208,D20_batch_2_Sample
CODEX_8824,34898.98529,217.7058824,1616.382353,816,35.07074227,30.17930485,0.509405592,0.927272727,0.708333333,1.517384088,D20_batch_2_Sample
CODEX_8825,35470.20548,370.1986301,1617.869863,1168,52.91629874,29.76904384,0.826750664,0.846376812,0.613445378,0.351705036,D20_batch_2_Sample
CODEX_8826,37349.29,601.78,1613.833333,300,25.26648759,16.70965072,0.750089342,0.862068966,0.641025641,1.551785649,D20_batch_2_Sample
CODEX_8827,41739.45773,848.3892128,1615.158892,1372,46.60968192,38.78878545,0.554468869,0.899082569,0.708677686,0.90443798,D20_batch_2_Sample
CODEX_8828,37408.866,1255.86,1614.82,500,27.37688697,24.02952475,0.479154903,0.904159132,0.801282051,1.188196881,D20_batch_2_Sample
CODEX_8829,30691.50633,1391.436709,1616.06962,632,29.96793384,27.11175244,0.426066002,0.941877794,0.752380952,-0.494249238,D20_batch_2_Sample
CODEX_8830,26934.68939,1453.772727,1615.772727,396,25.941243,20.13652967,0.630442301,0.904109589,0.692307692,-0.315642042,D20_batch_2_Sample
CODEX_8831,36956.6386,1518.603627,1613.443005,772,38.67547976,25.96418523,0.741154465,0.910377358,0.670138889,1.017060183,D20_batch_2_Sample
CODEX_8832,31751.48162,877.1911765,1617.455882,544,32.37925126,22.12060378,0.73025733,0.92991453,0.772727273,0.089303999,D20_batch_2_Sample
CODEX_8833,24518.5148,1732.368421,1615.828947,608,29.26487738,26.89708867,0.394045086,0.925418569,0.723809524,-1.201326901,D20_batch_2_Sample
CODEX_8834,39492.11702,1940.5,1614.223404,376,25.87664304,19.55202406,0.655049691,0.882629108,0.626666667,1.342574571,D20_batch_2_Sample
CODEX_8835,37095.49706,1999.194118,1617.1,680,34.1756582,25.92324094,0.651638837,0.930232558,0.755555556,0.529504797,D20_batch_2_Sample
CODEX_8836,28749.70714,2024.628571,1618.057143,560,28.64670892,25.34263865,0.466234001,0.970537262,0.897435897,1.140279136,D20_batch_2_Sample
CODEX_8837,24517.40556,2216.144444,1615.388889,180,17.43909022,13.57006906,0.628089775,0.918367347,0.803571429,0.151128137,D20_batch_2_Sample
CODEX_8838,49201.02609,2519.647826,1617.821739,460,33.59966688,18.54102292,0.833962163,0.828828829,0.550239234,-1.442067335,D20_batch_2_Sample
