CODEX_ID,PD1,pH2AX,CD8A,CD3,CD4,CD11B,MHCII,LY6C,PDL1,KI67,CD44,CD19,CD45,CD24,SCAI,F4.80,ATPase,ENDOMUCIN
CODEX_32,231.519802,182.1806931,60.94059406,57.51485149,44.17079208,80.78217822,62.36633663,31.34653465,54.39851485,120.2747525,44.21534653,66.55940594,126.720297,98.15594059,285.5272277,80.20792079,689.1633663,2367.121287
CODEX_33,126.0148026,292.3914474,21.04276316,36.24506579,27.02467105,90.65625,68.40296053,26.26315789,46.19901316,153.0460526,42.125,64.91776316,116.8059211,104.3585526,192.875,86.42927632,357.1447368,1058.514803
CODEX_34,598.1795455,655.6818182,150.8204545,44.27954545,89.73409091,224.875,76.64545455,132.9136364,68.77727273,248.1340909,51.72727273,154.5659091,388.1295455,105.1204545,47.7,62.22727273,153.675,82.42045455
CODEX_35,373.5613208,625.6179245,62.04245283,23.92924528,46.02122642,128.3419811,68.85849057,53.5754717,49.21933962,173.4716981,44.65801887,96.83018868,191.0542453,89.69811321,41.88679245,85.89622642,311.8608491,81.45990566
CODEX_36,283.1773504,367.8482906,89.78846154,42.89957265,74.36538462,116.7820513,115.0641026,85.48504274,57.17094017,146.0619658,68.70512821,145.0192308,244.008547,97.60683761,177.3141026,75.71367521,517.7179487,208.9273504
CODEX_37,276.2453271,214.911215,14.32476636,9.151869159,21.94626168,70.23831776,96.93224299,31.9182243,93.59813084,169.3481308,58.79906542,56.04205607,357.8084112,78.33411215,125.2523364,50.86214953,641.3691589,205.8411215
CODEX_38,333.4589041,144.6986301,27.62671233,4.688356164,11.33561644,5.917808219,65.82534247,11.53424658,62.12671233,90.1369863,35.56849315,32.0239726,149.1643836,78.32876712,80.69520548,23.45547945,258.9246575,87.74315068
CODEX_39,629.5606061,565.7651515,70.86174242,4.414772727,19.51893939,199.4640152,83.4905303,96.51893939,76.65340909,304.9905303,49.14393939,176.0625,560.5170455,123.4128788,53.35606061,57.38636364,183.4734848,102.1818182
CODEX_40,511.1280788,248.8115764,26.59605911,4.86453202,10.75738916,23.74630542,68.14655172,13.16995074,42.30049261,137.8128079,43.54310345,51.20812808,217.3300493,82.73029557,47.35344828,23.32881773,380.3275862,1053.057882
CODEX_41,398.5023364,404.6098131,43.09579439,6.658878505,10.15654206,9.544392523,59.89953271,14.58411215,40.71962617,116.4135514,38.5771028,43.27336449,168.8130841,76.87383178,118.5630841,27.8317757,556.6915888,959.2546729
CODEX_42,304.9266667,447.0933333,43.21333333,47.22666667,57.59,82.81,69.65666667,52.81666667,53.51333333,125.46,36.22,60.35666667,133.4533333,102.3766667,122.1666667,64.80666667,537.6133333,267.3333333
CODEX_43,464.2517361,560.3194444,41.17361111,12.91319444,21.63368056,45.921875,64.28472222,7.904513889,40.421875,200.2864583,31.26215278,33.89236111,223.8107639,90.49652778,39.6875,18.42361111,170.1579861,104.5972222
CODEX_44,368.2896825,1081.142857,34.37301587,40.88888889,55.53174603,140.5297619,65.01785714,50.87103175,35.50595238,179.2936508,35.49404762,68.33531746,209.2142857,81.11706349,123.9444444,98.97222222,252.1944444,163.3769841
CODEX_45,276.4241803,561.2684426,28.45286885,32.30327869,45.56762295,45.99180328,61.75819672,35.78278689,35.97540984,135.2971311,36.80122951,38.81967213,138.0696721,75.8442623,282.3258197,56.62295082,376.7520492,274.6782787
CODEX_46,313.9153846,230.5192308,84.36153846,53.91153846,106.8461538,56.48461538,180.3423077,79.17692308,54.36923077,129.3576923,75.25769231,45.40769231,663.0076923,81.10384615,50.25,656.8192308,660.4269231,271.4730769
CODEX_47,215.296875,567.1848958,14.23697917,11.48697917,17.61197917,31.02864583,59.93489583,9.2265625,26.859375,133.8619792,26.40104167,36.0078125,113.5416667,69.984375,46.34635417,65.02083333,161.2578125,133.3776042
CODEX_48,270.6477273,1035.588068,12.95738636,8.715909091,9.877840909,29.50852273,57.54829545,9.585227273,26.49715909,141.7755682,24.41477273,23.55397727,154.8267045,74.78977273,39.05965909,46.70454545,198.3096591,124.8664773
CODEX_49,376.1821192,640.2400662,65.88907285,34.81622517,33.54966887,154.1837748,71.01986755,63.25662252,46.37913907,267.8046358,44.73509934,60.26490066,330.8625828,93.20364238,53.96523179,97.50993377,243.2930464,142.044702
CODEX_50,393.8785047,482.0700935,81.77336449,56.59345794,43.28738318,96.60280374,59.27570093,78.32943925,45.43457944,172.7616822,55.64485981,116.2149533,205.3247664,75.11915888,89.62616822,130,497.8551402,221.114486
CODEX_51,357.3941606,1164.74635,25.79379562,12.0620438,6.560218978,79.64233577,65.59671533,18.4580292,40.72810219,174.7536496,36.32664234,27.83211679,236.9361314,80.75364964,48.83394161,138.7664234,297.2226277,218.3850365
CODEX_52,246.4126506,228.1716867,41.15963855,53.11144578,73.0813253,85.51204819,84.26807229,55.46385542,47.81325301,134.0963855,72.36746988,72.22289157,791.8915663,90.81626506,31.9186747,803.8313253,490,241.1024096
CODEX_53,267.5022523,234.9009009,74.45720721,25.63963964,36.51126126,51.13063063,72.63288288,34.11486486,30.33783784,99.42792793,47.03828829,54.46171171,106.0337838,75.94369369,43.34684685,123.1756757,202.9527027,54.45045045
CODEX_54,731.9254386,626.8991228,217.1907895,51.98903509,103.8684211,172.504386,71.625,87.01754386,50.41008772,148.0964912,48.86622807,184.4890351,224.2039474,81.67763158,104.9144737,157.3048246,180.6447368,64.62061404
CODEX_55,624.135,220.1325,197.3875,30.5575,152.97,119.55,61.9625,66.1275,37.4625,118.21,49.0375,181.84,136.5475,83.3425,294.955,177.9225,550.305,190.1125
CODEX_56,684.3200758,788.7026515,129.0625,63.36363636,109.2916667,269.8068182,77.18181818,110.0852273,71.5,220.1401515,46.47916667,138.5643939,395.3598485,103.5075758,67.62121212,81.78787879,261.8181818,116.8977273
CODEX_57,516.423913,432.1494565,110.8097826,53.0298913,85.35869565,210.076087,78.05434783,105.611413,53.11956522,182.1548913,53.4673913,110.3505435,242.486413,207.6141304,350.4320652,91.66304348,252.1277174,91.34782609
CODEX_58,253.9226804,216.7551546,56.61340206,51.02061856,95.84020619,190.492268,98.45618557,169.306701,57.80927835,196.3556701,72.81185567,190.0386598,448.9046392,118.1752577,125.4329897,59.94329897,804.0515464,186.0335052
CODEX_59,309.7380952,74.42063492,11.3531746,16.63095238,3.162698413,3.119047619,58.6547619,0.142857143,38.11904762,76.13095238,74.78968254,5.392857143,653.3214286,94.89285714,25.95238095,78.40873016,684.1626984,239.9206349
CODEX_60,310.2633588,201.6183206,19.79389313,179.8625954,15.67366412,24.58206107,67.53816794,20.5648855,49.19656489,84.84732824,83.19083969,30.42748092,1433.225191,97.77671756,28.53625954,102.5229008,651.1927481,194.0019084
CODEX_61,324.9083333,441.1716667,27.66,21.54,21.66,32.92833333,80.38666667,26.81,34.455,105.195,45.78,19.55833333,299.8583333,80.945,36.93666667,113.21,322.7383333,103.245
CODEX_62,349.3536184,512.1118421,111.7302632,59.25328947,107.6578947,96.03947368,82.8125,117.1513158,36.61019737,170.53125,44.60197368,94.75986842,225.5756579,81.88980263,68.31414474,152.4588816,319.90625,162.4786184
CODEX_63,326.8073394,486.4380734,18.08256881,31.65366972,24.91284404,98.44036697,149.440367,21.00458716,55.75688073,169.956422,95.68348624,25.99770642,513.6720183,82.71788991,68.61238532,231.8279817,562.2316514,302.3669725
CODEX_64,292.9375,583.0710227,31.32670455,36.26988636,24.44034091,107.5994318,59.34090909,59.90909091,41.29829545,186.96875,36.89204545,53.60511364,185.4460227,89.92613636,45.80965909,99.21875,209.5284091,153.4630682
CODEX_65,213.6580645,263.7467742,5.040322581,10.80967742,1.609677419,12.77096774,65.41129032,11.35967742,20.92741935,110.8709677,34.07741935,18.06612903,135.4419355,75.37741935,74.3483871,109.8145161,405.9564516,172.4677419
CODEX_66,270.1510417,526.3239583,26.49270833,46.46875,29.83125,51.83854167,70.81979167,21.64583333,40.46979167,122.9458333,37.28020833,61.25416667,109.490625,80.671875,80.33229167,66.70625,373.0489583,1339.097917
CODEX_67,224.9146341,294.4115854,16.5152439,45.34146341,22.95426829,30.93902439,63.11280488,21.13414634,33.24695122,111.9695122,34.57926829,110.0396341,90.69512195,78.10365854,122.8871951,49.54268293,347.2012195,522.1676829
CODEX_68,358.8125,409.5740741,70.93055556,69.32638889,63.09490741,113.4097222,65.98148148,88,36.94444444,213.3425926,28.75925926,174.5925926,203.8541667,84.07407407,37.31944444,80.03472222,147.8032407,73.46759259
CODEX_69,180.0888158,390.3848684,77.83552632,42.05098684,49.97861842,53.72861842,63.15131579,29.24177632,33.48684211,128.4177632,36.30427632,59.56907895,102.6825658,81.26973684,37.67269737,95.80592105,115.0608553,93.69078947
CODEX_70,282.7873832,511.953271,74.63785047,67.98130841,39.92757009,162.1238318,73.49299065,59.78037383,41.33411215,193.5327103,38.17757009,138.6939252,173.1635514,101.4275701,53.50934579,105.9509346,137.3084112,112.0280374
CODEX_71,565.106383,437.6400709,177.6702128,53.05141844,104.1134752,111.8315603,68.85638298,97.63120567,41.84042553,133.1524823,47.31737589,135.0602837,144.2907801,81.2712766,144.7092199,117.6489362,348.6223404,135.3989362
CODEX_72,183.9144737,108.4276316,42.04276316,20.62171053,42.59539474,49.8125,102.7335526,50.60197368,50.28289474,93.24013158,56.11842105,59.23355263,238.3190789,78.81907895,59.29276316,54.36184211,659.8815789,360.3223684
CODEX_73,303.4069767,231.7732558,54.17732558,30.77616279,26.80232558,52.11627907,71.25872093,28.18895349,27.4622093,114.7063953,48.24418605,45.25581395,185.8401163,75.54360465,44.76744186,57.61627907,335.2296512,134.119186
CODEX_74,320.6026119,605.4141791,27.34328358,32.5261194,53.55597015,120.8955224,66.81716418,47.08022388,39.70149254,173.5634328,32.96268657,36.88619403,219.3041045,83.15671642,73.57276119,65.2891791,308.391791,119.6902985
CODEX_75,415.4570064,657.5987261,47.52547771,53.87420382,90.14171975,161.2643312,94.54458599,47.86942675,48.40286624,214.7675159,56.9410828,59.87579618,397.2085987,86.75,128.6671975,123.9665605,397.5987261,161.8821656
CODEX_76,298.6020408,230.5221088,15.71768707,17.09693878,22.04251701,48.4047619,66.26190476,30.0255102,57.89285714,139.8027211,106.1887755,30.44557823,602.8401361,139.6853741,57.51870748,556.1394558,640.9472789,321.7278912
CODEX_77,372.421,665.23,31.562,45.891,32.844,51.713,68.146,14.272,28.167,131.391,35.567,63.185,130.529,82.833,46.429,48.81,196.651,142.509
CODEX_78,289.7801095,612.3594891,78.64689781,67.76094891,54.18156934,91.8129562,76.39051095,53.56478102,44.59580292,164.6879562,43.82755474,115.5072993,151.9680657,106.3850365,53.75456204,78.35583942,276.5383212,238.2992701
CODEX_79,513.6124031,561.9476744,135.9748062,78.08914729,77.98255814,208.7674419,71.35271318,80.34883721,61.0620155,251.9379845,36.8875969,176.501938,289.4670543,109.1046512,55.00968992,86.67054264,481.3158915,471.3934109
CODEX_80,266.8350515,427.9948454,91.56829897,35.05283505,56.9935567,67.3685567,67.22036082,46.39561856,38.1185567,123.6340206,37.42525773,73.5193299,128.3621134,77.08891753,66.19072165,58.54510309,214.814433,119.8402062
CODEX_81,312.7227891,492.5544218,95.91666667,48.68877551,104.6513605,151.7380952,68.13095238,109.2619048,36.44897959,214.7261905,36.06632653,103.0901361,222.1088435,89.29251701,46.66156463,81.27891156,207.6785714,118.7329932
CODEX_82,278.3764706,276.9176471,3.275,5.748529412,12.68235294,10.67794118,57.81911765,6.645588235,22.98529412,113.1852941,52.20294118,21.99264706,602.2720588,73.56176471,41.83676471,249.8029412,567.4235294,215.3529412
CODEX_83,431.5570388,596.1262136,77.36286408,27.28033981,20.85315534,131.1225728,64.77912621,62.97330097,44.65169903,261.2597087,34.01092233,53.71237864,262.8992718,95.78519417,45.41747573,108.0400485,350.5485437,172.0643204
CODEX_84,550.6434978,698.0123318,147.1535874,83.86659193,77.01793722,170.3441704,69.90695067,70.42376682,57.17713004,264.3441704,47.00560538,147.1804933,332.4865471,112.456278,164.8632287,88.42040359,289.4035874,687.2567265
CODEX_85,311.4402174,170.8722826,151.0244565,42.125,63.8423913,63.92934783,94.92391304,39.2201087,45.9048913,102.1304348,66.00815217,58.43478261,370.9266304,79.83967391,129.2201087,93.39673913,981.1440217,301.6793478
CODEX_86,494.2426901,480.4678363,68.3245614,12.42982456,27.82894737,132.7002924,79.61549708,75.99415205,50.63596491,212.7836257,47.98245614,141.5160819,302.127193,98.66374269,36.32894737,63.90935673,173.2587719,83.90497076
CODEX_87,275.7054455,522.4467822,55.87128713,35.50123762,51.85148515,90.51856436,72.56311881,45.65594059,41.51361386,159.450495,49.22772277,67.44306931,231.2933168,80.21410891,203.1472772,57.03341584,371.0259901,153.1633663
CODEX_88,432.85,875.2793478,53.44891304,11.66086957,18.66413043,158.9206522,68.26630435,48.7326087,60.91195652,286.3608696,39.81847826,47.62934783,398.0902174,100.0065217,58.41086957,88.1826087,349.8336957,476.2402174
CODEX_89,187.7818627,231.9877451,9.818627451,9.948529412,28.57107843,14.11764706,62.88480392,6.889705882,36.68627451,110.6838235,36.25245098,24.60539216,97.47794118,76.03676471,46.30147059,53.84558824,502.6617647,375.245098
CODEX_90,82.48055556,76.32222222,13.14166667,29.51666667,14.04722222,15.21944444,65.78055556,17.66111111,32.94166667,96.71388889,50.49444444,19.85277778,175.2138889,77.51388889,47.69166667,175.4,611.9194444,432.5444444
CODEX_91,393.2106599,625.6002538,35.18908629,36.61040609,22.27538071,107.4568528,93.28807107,40.69670051,53.83121827,216.8362944,66.18654822,44.83883249,379.9758883,93.95431472,65.71954315,148.142132,413.9695431,240.1878173
CODEX_92,232.3828125,220.5104167,25.2734375,48.19791667,43.24479167,51.61458333,183.5208333,44.3515625,37.65625,118.671875,104.3723958,28.09375,784.5598958,79.390625,52.99739583,423.7942708,650.5625,202.4661458
CODEX_93,271.9821429,450.9919643,85.5875,70.08035714,50.82410714,70.25446429,62.98035714,54.68392857,45.65535714,158.9285714,33.93660714,107.7089286,150.4991071,90.28303571,70.20714286,80.01428571,263.84375,509.4482143
CODEX_94,348.2886364,222.6363636,34.16590909,18.90681818,37.27727273,61.45681818,66.52272727,36.72727273,41.675,162.9181818,43.62045455,107.5454545,222.5863636,83.60681818,93.96363636,45.54772727,622.175,233.4090909
CODEX_95,364.25,572.4555336,43.03458498,44.65662055,30.95355731,87.35820158,62.8201581,25.24061265,35.87994071,169.7658103,31.36956522,62.41057312,165.930336,85.57658103,105.5617589,63.39278656,183.6427866,246.4214427
CODEX_96,496.9776119,320.431592,120.7288557,31.19402985,78.31467662,91.97761194,71.64427861,69.51865672,50.33457711,137.9042289,45.73383085,128.488806,175.3320896,84.21766169,205.0995025,112.471393,748.6828358,236.9552239
CODEX_97,267.3943089,215.203252,43.25813008,13.86178862,15.89837398,73.38211382,69.8902439,66.22154472,49.31504065,186.0691057,41.16260163,87.9695122,265.3638211,90.1199187,41.23170732,66.10772358,534.3943089,406.953252
CODEX_98,299.6044776,96.46268657,25.74626866,16.79477612,16.07835821,9.537313433,57.97761194,6.794776119,29.34701493,100.2425373,31.53731343,25.92910448,124.5783582,81.1380597,31.29477612,18.55597015,549.369403,294.1567164
CODEX_99,313.5817308,472.8846154,15.25480769,9.223557692,12.06009615,38.41586538,69.06971154,17.63221154,26.3125,127.2572115,35.18990385,25.47115385,139.8918269,78.63461538,78.31009615,56.44230769,208.1033654,84.62259615
CODEX_100,235.7717391,442.7801932,75.02415459,45.25966184,99.32729469,73.96376812,74.48792271,82.62801932,37.57125604,130.1751208,40.12318841,86.13888889,131.8828502,77.60990338,45.77294686,91.86111111,265.8804348,124.9987923
CODEX_101,213.7236842,184.2090643,8.213450292,9.532163743,16.44152047,20.39473684,60.49561404,8.279239766,44.94444444,100.4225146,27.86988304,24.50877193,99.07894737,72.67397661,51.04239766,51.03947368,817.1038012,984.4283626
CODEX_102,252.8178571,407.4916667,23.75119048,42.35357143,25.70833333,62.12380952,63.78928571,22.71904762,37.19285714,143.497619,29.61785714,51.33690476,145.3380952,83.31666667,365.197619,66.95714286,462.3654762,801.4083333
CODEX_103,679.9283784,321.1378378,125.9783784,23.56486486,51.89189189,99.25675676,67.33783784,43.32027027,53.68783784,119.577027,68.08648649,105.4716216,272.75,89.50945946,130.4175676,169.7689189,724.6824324,367.7810811
CODEX_104,272.1512605,246.1197479,15.58613445,30.44957983,82.54621849,74.12815126,112.4516807,37.58823529,62.67647059,122.1260504,130.6953782,37.28361345,614.5609244,87.34243697,91.11344538,494.7268908,774.8487395,417.6302521
CODEX_105,257.9776786,358.0825893,62.29464286,45.16741071,26.296875,69.52455357,179.0089286,53.56026786,36.85044643,122.0044643,101.0982143,75.73214286,411.7433036,134.2410714,72.70758929,272.7611607,489.5223214,165.7053571
CODEX_106,242.0251938,491.9476744,13.04263566,18.79457364,4.519379845,31.42635659,55.00968992,13.65697674,24.04844961,118.7655039,29.35465116,23.68604651,107.9573643,70.61434109,145.5,69.67829457,150.7228682,127.2325581
CODEX_107,343.844086,276.7325269,64.91935484,37.94892473,68.34139785,87.97849462,72.99731183,75.38037634,49.63172043,126.9045699,57.48387097,121.2822581,206.5994624,76.52553763,49.67741935,81.90591398,397.5443548,129.1962366
CODEX_108,307.4077869,354.817623,124.6168033,38.23360656,86.42418033,106.3319672,85.73565574,99.56762295,43.92827869,121.5327869,53.81352459,141.3504098,144.0020492,81.17622951,69.04508197,94.84836066,373.7909836,196.2172131
CODEX_109,326.6350671,244.2374161,6.503355705,6.46057047,12.60402685,33.11828859,67.18456376,13.50587248,48.97483221,141.6434564,38.32969799,43.71728188,172.5285235,79.59060403,102.7869128,29.6954698,363.2550336,129.9454698
CODEX_110,613.8613014,403.5428082,39.91780822,15.55993151,25.42123288,95.42636986,74.79109589,55.44520548,50.83561644,200.3065068,43.42979452,148.1866438,296.6386986,100.4982877,39.55479452,37.57876712,399.2191781,472.0171233
CODEX_111,289.3564815,239.1481481,70.96296296,40.83950617,47.74382716,50.63888889,71.54320988,35.29320988,27.09567901,121.4799383,36.5,44.2191358,136.9459877,74.33333333,31.9691358,56.45524691,404.0216049,323.6018519
CODEX_112,164.1780822,128.7517123,11.46575342,34.35616438,44.73287671,3245.5,72.72431507,51.47945205,37.2380137,96.63356164,146.4520548,38.78253425,1137.623288,174.4554795,352.9195205,75.17465753,814.3253425,338.7962329
CODEX_113,245.3925781,325.3359375,6.314453125,7.87890625,7.185546875,8.150390625,61.3359375,4.3125,25.69726563,120.1132813,26.23046875,17.6328125,110.4648438,73.19335938,38.16601563,49.296875,486.9042969,733.3222656
CODEX_114,204.1343931,227.1343931,7.523121387,8.078034682,13.88728324,53.92630058,63.16184971,10.98699422,40.91763006,138.833815,30.22398844,23.24132948,172.5346821,79.32803468,74.77745665,50.20520231,683.9205202,652.083815
CODEX_115,249.9913793,147.3146552,39.68534483,59.05603448,53.9612069,28.09051724,63.3362069,11.75,27.38793103,113.4224138,34.78017241,65.4612069,87.20258621,87.59913793,48.56465517,44.88362069,426.5387931,301.6810345
CODEX_116,346.4882813,162.6308594,97.58984375,83.00195313,78.29296875,56.83398438,67.0078125,45.9921875,40.34570313,128.5703125,44.78125,101.2285156,263.3730469,81.90039063,49.796875,69.53710938,638.6328125,483.9707031
CODEX_117,574.0785024,559.5857488,141.6425121,27.37560386,68.24758454,112.5350242,66.87318841,87.04830918,47.07004831,126.5676329,42.75966184,125.1485507,156.4045894,76.18719807,51.63888889,118.9492754,350.8442029,139.5422705
CODEX_118,369.9452381,294.4857143,29.7547619,12.53571429,8.126190476,20.33809524,63.8452381,27.57380952,36.66904762,110.5547619,36.73333333,57.67857143,142.1880952,70.1952381,38.83571429,44.91428571,350.4166667,151.747619
CODEX_119,421.2366505,631.2961165,92.39563107,48.07524272,66.32524272,122.1662621,70.16504854,57.77427184,38.95995146,146.4199029,38.76213592,74.65048544,160.973301,83.27669903,47.29490291,70.94781553,294.3240291,100.2524272
CODEX_120,497.5253906,577.1816406,66.41113281,11.828125,27.38085938,134.3330078,63.65527344,43.97070313,40.29785156,215.2119141,31.47460938,60.10351563,292.1005859,88.08300781,29.83105469,47.74316406,216.5771484,126.2949219
CODEX_121,648.0553435,887.471374,48.23854962,11.40076336,17.68320611,111.7652672,70.23854962,21.33587786,40.48091603,236.3625954,29.02671756,45.19465649,330.9351145,99.67748092,29.09160305,27.30343511,223.1965649,89.01335878
CODEX_122,312.6638889,460.0722222,41.76111111,53.40833333,62.23888889,104.1138889,94.30555556,80.93888889,37.575,142.3916667,71.50833333,186.3305556,314.3361111,99.54166667,95.70277778,52.31111111,545.0694444,121.2472222
